id,name,finalVote,delegates
1,Bernie Sanders,"282,462",20
3,Joe Biden,"184,262",9
27,Michael Bloomberg,"160,240",9
4,Elizabeth Warren,"135,013",1
10,Tulsi Gabbard,"8,818",0
6,Andrew Yang,"3,517",0
7,Tom Steyer,"3,196",0
12,Cory Booker,"1,154",0
32,Roque De La Fuente III,"1,042",0
15,Marianne Williamson,990,0
30,Rita Krichevsky,420,0
19,Robby Wells,310,0
11,Deval Patrick,208,0
