id,name,finalVote,delegates
1,Bernie Sanders,"62,786",12
3,Joe Biden,"31,571",2
27,Michael Bloomberg,"30,366",2
4,Elizabeth Warren,"28,178",0
2,Pete Buttigieg,"17,697",0
5,Amy Klobuchar,"7,047",0
10,Tulsi Gabbard,"1,479",0
6,Andrew Yang,827,0
7,Tom Steyer,658,0
15,Marianne Williamson,201,0
18,Julian Castro,143,0
12,Cory Booker,124,0
32,Roque De La Fuente III,113,0
37,Nathan Bloxham,64,0
11,Deval Patrick,53,0
8,Michael Bennet,0,0
