id,name,finalVote,delegates
3,Joe Biden,"568,581",66
1,Bernie Sanders,"318,872",36
27,Michael Bloomberg,"171,823",2
4,Elizabeth Warren,"138,502",2
2,Pete Buttigieg,"43,368",0
5,Amy Klobuchar,"30,641",0
7,Tom Steyer,"10,715",0
10,Tulsi Gabbard,"6,649",0
6,Andrew Yang,"3,021",0
12,Cory Booker,"2,197",0
8,Michael Bennet,"1,984",0
11,Deval Patrick,"1,349",0
15,Marianne Williamson,"1,281",0
17,John Delaney,"1,115",0
18,Julian Castro,772,0
0,Uncommitted,"21,710",0
